user,text,clean_text
Mr_Kroppy,@JoeBiden Bro. Have you ever read about our history?,"['joebiden', 'bro', 'ever', 'read', 'history']"
greyglittr,@JoeBiden vapid platitudes are not confidence-inspiring,"['joebiden', 'valid', 'latitude', 'confidence', 'inspiring']"
pawelita07,@JoeBiden https://t.co/i9nKOi9Ptt,['joebiden']
RomanMoroni,"@JoeBiden I'm optimistic that Joe Biden won't get within kid sniffing distance of the Oval Office, unless he takes the tour.","['joebiden', 'optimistic', 'joe', 'biden', 'get', 'within', 'kid', 'shifting', 'distance', 'oval', 'office', 'unless', 'take', 'tour']"
mrolamideraheem,@JoeBiden @GodessofChaos71 Platitude,"['joebiden', 'godessofchaos71', 'latitude']"
HoichiDEarless,@JoeBiden You said Trump was the first racist President dude. You clearly do not know the history and heart of this… https://t.co/Uk7OEji5sy,"['joebiden', 'said', 'trump', 'first', 'racist', 'president', 'dude', 'clearly', 'know', 'history', 'heart']"
tweets4soros,"@JoeBiden Wow, way to say absolutely nothing.","['joebiden', 'wow', 'way', 'say', 'absolutely', 'nothing']"
Yeats1941,@JoeBiden You literally could not be more full of shit if you dehydrated and vacuum packed it.,"['joebiden', 'literally', 'could', 'full', 'shit', 'dehydrated', 'vacuum', 'packed']"
FL5288,@JoeBiden Who made this virus? Who send this virus to America? Who kill people everyday? Who will destroy US? Witho… https://t.co/0H01X9anEd,"['joebiden', 'made', 'virus', 'send', 'virus', 'america', 'kill', 'people', 'everyday', 'destroy', 'u', 'with']"
grlnxtdr29,"@JoeBiden Dear @JoeBiden WHEN you are sworn in, will you promise to have trump thoroughly investigated for treason,… https://t.co/dNiPnaJ0lV","['joebiden', 'dear', 'joebiden', 'sworn', 'promise', 'trump', 'thoroughly', 'investigated', 'treason']"
gutter_rat4life,@JoeBiden I’m all for joe- knock it off with these dumb optimistic tweets.,"['joebiden', 'joe', 'knock', 'dumb', 'optimistic', 'tweet']"
HPeterbauer,@JoeBiden Yes real sweet.,"['joebiden', 'yes', 'real', 'sweet']"
Motts161416,@JoeBiden You’ve done nothing for this country the whole time you’ve been in office. Stop hiding and come out of yo… https://t.co/yxNi5VOwv1,"['joebiden', 'done', 'nothing', 'country', 'whole', 'time', 'office', 'stop', 'hiding', 'come', 'yo']"
LivesKuato,@JoeBiden Pure pablum. You literally rejected every progressive proposal. Not voting for you bud.,"['joebiden', 'pure', 'album', 'literally', 'rejected', 'every', 'progressive', 'proposal', 'voting', 'bud']"
ccbugggg,"@JoeBiden We know your history and your history is, you have done nothing to better America. I’m curious how does i… https://t.co/fBXNP7RwMt","['joebiden', 'know', 'history', 'history', 'done', 'nothing', 'better', 'america', 'curious']"
Motts161416,@JoeBiden I want to see,"['joebiden', 'want', 'see']"
TastefulNewts,"@JoeBiden Except M4A, except police reform, except criminal justice reform, except taxing the rich, except free col… https://t.co/MJLJrAyaY2","['joebiden', 'except', 'm4a', 'except', 'police', 'reform', 'except', 'criminal', 'justice', 'reform', 'except', 'taxing', 'rich', 'except', 'free', 'col']"
B0rdertourista,"@JoeBiden We need specifics, Joe, not simply platitudes.","['joebiden', 'need', 'specific', 'joe', 'simply', 'latitude']"
CaptainNemo911,@JoeBiden You did not write this Joe! https://t.co/0t0ZAYVT4F,"['joebiden', 'write', 'joe']"
stevenmoro3,"@JoeBiden You and ur party, have stated numerous times, “the heart of our country is systemically racist, misogynis… https://t.co/UPQgIlb4qn","['joebiden', 'ur', 'party', 'stated', 'numerous', 'time', 'heart', 'country', 'systematically', 'racist', 'misogyny']"
RealPotatoLola,"@JoeBiden All these pathetic Dem politicians always preach like Inclusionist during election. Once in office, they… https://t.co/ucjY7K5KCG","['joebiden', 'pathetic', 'dem', 'politician', 'always', 'preach', 'like', 'inclusionist', 'election', 'office']"
Sharon64063562,@JoeBiden #unitedWeStandWithBiden,"['joebiden', 'unitedwestandwithbiden']"
brundocks,"@JoeBiden So you're saying you understand the depths of the crisis we are faced with, but you managed to say nothin… https://t.co/II7vsa91cT","['joebiden', 'saying', 'understand', 'depth', 'crisis', 'faced', 'managed', 'say', 'nothing']"
PizzaCatthew,"@JoeBiden lmao your slogan may as well be ""good things aren't possible"".","['joebiden', 'lmaz', 'slogan', 'may', 'well', 'good', 'thing', 'possible']"
MadMax17956746,@JoeBiden You probably don't know what day it is. Go take a nap and think back on the good ole days. #dropoutjoe,"['joebiden', 'probably', 'know', 'day', 'go', 'take', 'nap', 'think', 'back', 'good', 'ole', 'day', 'dropoutjoe']"
CuriousYummies,@JoeBiden Thank you Vice President Biden = Can't wait to call you President Biden!! I'm working for you because I k… https://t.co/jnBVOGY45C,"['joebiden', 'thank', 'vice', 'president', 'biden', 'wait', 'call', 'president', 'biden', 'working', 'k']"
Mrwaacky,@JoeBiden You know who can handle hard work with you @BernieSanders,"['joebiden', 'know', 'handle', 'hard', 'work', 'berniesanders']"
MichaelDePasq11,"@JoeBiden I don’t think you know the history or heart of this country. The people rejected you, they rejected your… https://t.co/96lmLQJaHm","['joebiden', 'think', 'know', 'history', 'heart', 'country', 'people', 'rejected', 'rejected']"
song_philosophy,@JoeBiden https://t.co/ho05vZtqYN,['joebiden']
bearsbeetsbat16,@JoeBiden https://t.co/SSZWXBF2pk,['joebiden']
Fairy2820,"@JoeBiden So true Mr.Biden,with God on one side on You on the other will be able to achieve everything 😊💙","['joebiden', 'true', 'mr', 'biden', 'god', 'one', 'side', 'able', 'achieve', 'everything', 'smiling', 'face', 'smiling', 'eye', 'blue', 'heart']"
bansisharma,"@JoeBiden Well said, sir, well said!  That's why I am confident American people will come together in November to h… https://t.co/a2e1kdqYu7","['joebiden', 'well', 'said', 'sir', 'well', 'said', 'confident', 'american', 'people', 'come', 'together', 'november', 'h']"
Useurbrain911,@JoeBiden https://t.co/6hO3pVliwE,['joebiden']
K87327961G,@JoeBiden I trust President Trump with my life. I won’t trust you taking care of a dead mouse 🐭,"['joebiden', 'trust', 'president', 'trump', 'life', 'trust', 'taking', 'care', 'dead', 'mouse', 'mouse', 'face']"
MikeSchlinkert,@JoeBiden Look how much you and your family made.  DOUBLE WOW!,"['joebiden', 'look', 'much', 'family', 'made', 'double', 'wow']"
larrym013,@JoeBiden But you’re insane!!,"['joebiden', 'insane']"
JeffFaatz1,@JoeBiden Especially when you take your Aricept.,"['joebiden', 'especially', 'take', 'accept']"
MJMcKay7,@JoeBiden Please select Sally Yates for your VP! Please....,"['joebiden', 'please', 'select', 'sally', 'date', 'vp', 'please']"
mofreestuff,"@JoeBiden Again, when you say ""do it together"" you mean consolidating the left with the hard left and then paving o… https://t.co/K7jobuLA0Q","['joebiden', 'say', 'together', 'mean', 'consolidating', 'left', 'hard', 'left', 'paving']"
normbnyc,"@JoeBiden Good, Get Barr the hell out of DC.","['joebiden', 'good', 'get', 'barr', 'hell', 'dc']"
JasonShriver5,"@JoeBiden Lol, Joe's tweets are always at the top of the feed. 😂😂","['joebiden', 'lol', 'joe', 'tweet', 'always', 'top', 'feed', 'face', 'tear', 'joy', 'face', 'tear', 'joy']"
CardellVictoria,@JoeBiden #BlueTsunami,"['joebiden', 'bluetsunami']"
happyrock,@JoeBiden I'm recalling how the @DNC meddled with the primary and f*cked over the millions of progressive voters so… https://t.co/uNrkVKyoOR,"['joebiden', 'recalling', 'dnc', 'muddled', 'primary', 'f', 'cken', 'million', 'progressive', 'voter']"
Kcfan51,@JoeBiden You belong in Gitmo with Obama &amp; all who participated in the Coup d’etat,"['joebiden', 'belong', 'vitro', 'obama', 'amp', 'participated', 'coup', 'etat']"
RhondaQuade,@JoeBiden The real question is how well your bank account knows the bowels of foreign countries!,"['joebiden', 'real', 'question', 'well', 'bank', 'account', 'know', 'bowl', 'foreign', 'country']"
Talking_SMak,@JoeBiden Except #MedicareForAll &amp; relief for the ever-increasing number of people who are losing their jobs and/or… https://t.co/r1FZUkuMWG,"['joebiden', 'except', 'medicareforall', 'amp', 'relief', 'ever', 'increasing', 'number', 'people', 'losing', 'job']"
Gaathan1963,@JoeBiden And yet again @JoeBiden do you really think that Democrats want you as president lol.  You are a puppet i… https://t.co/p14k3L1tWr,"['joebiden', 'yet', 'joebiden', 'really', 'think', 'democrat', 'want', 'president', 'lol', 'puppet']"
RCDC_121,@JoeBiden You have a long track record for doing nothing. What makes this any different?,"['joebiden', 'long', 'track', 'record', 'nothing', 'make', 'different']"
zzxyxy,@JoeBiden Yes we are fully aware of your political history trust me when I say just like before when you tried you… https://t.co/yPODYWnCoo,"['joebiden', 'yes', 'fully', 'aware', 'political', 'history', 'trust', 'say', 'like', 'tried']"
douglas_lingle,@JoeBiden There's a lot of things that can be achieved in this country and if you were the president right now this… https://t.co/xCC4FFcE09,"['joebiden', 'lot', 'thing', 'achieved', 'country', 'president', 'right']"
MilitusAeturnum,@JoeBiden Then why didn’t you achieve it in the 8 years as Vice President and decades as a Senator?   Doing the sam… https://t.co/MyP0Ux0zY0,"['joebiden', 'achieve', '8', 'year', 'vice', 'president', 'decade', 'senator', 'sam']"
DebbieJim86,@JoeBiden 😡,"['joebiden', 'enraged', 'face']"
gatorna42393201,@JoeBiden https://t.co/Kb2md9KjFK,['joebiden']
mroachsullivan,@JoeBiden Thank you for the hope your leadership provides in the time of crisis,"['joebiden', 'thank', 'hope', 'leadership', 'provides', 'time', 'crisis']"
tap741,@JoeBiden General Barr spanked the dems yesterday. None of them can sit down today.  Also joe. It is nap time for you.,"['joebiden', 'general', 'barr', 'sparked', 'dems', 'yesterday', 'none', 'sit', 'today', 'also', 'joe', 'nap', 'time']"
RedhillGang,@JoeBiden Brown noser,"['joebiden', 'brown', 'loser']"
JoanTrivette,@JoeBiden What have you done in the last 40+ years?,"['joebiden', 'done', 'last', '40', 'year']"
agada1,"@JoeBiden No m4a, no vote.","['joebiden', 'm4a', 'vote']"
daoc151,@JoeBiden You got an uphill battle that will lead nowhere,"['joebiden', 'got', 'uphill', 'battle', 'lead', 'nowhere']"
dreaminbali,"@JoeBiden I am the glass is half full kind of guy Mr. VP.  With your leadership, I'd say bring those challenges on.","['joebiden', 'glass', 'half', 'full', 'kind', 'guy', 'mr', 'vp', 'leadership', 'say', 'bring', 'challenge']"
TransformedMe,@JoeBiden https://t.co/OCu7f7DO1L,['joebiden']
BarrondoVictor,"@JoeBiden Yessir, trump 2020 baby","['joebiden', 'lesser', 'trump', '2020', 'baby']"
praxisnchill,@JoeBiden Make Karen Bass VP if you want to win.,"['joebiden', 'make', 'karen', 'bass', 'vp', 'want', 'win']"
willinois,"@JoeBiden ""The children are our future!"" Ugh what a meaningless campaign this is.","['joebiden', 'child', 'future', 'gh', 'meaningless', 'campaign']"
niftyonline,@JoeBiden You have had over 4 DECADES to prove your worth.  The people are NOT as STUPID AS YOU ARE.,"['joebiden', '4', 'decade', 'prove', 'worth', 'people', 'stupid']"
Infinit45127710,@JoeBiden Why haven’t any of you done anything in all the years you’ve been “public servants”? This is the reason I… https://t.co/FfCm673mIE,"['joebiden', 'done', 'anything', 'year', 'public', 'servant', 'reason']"
mamajacs62,"@JoeBiden Well said Sir, well said!","['joebiden', 'well', 'said', 'sir', 'well', 'said']"
jr_basterson,@JoeBiden DUDE! I remember when you used to drop the N-word more than George Wallace. https://t.co/j2zhnbQJkC,"['joebiden', 'dude', 'remember', 'used', 'drop', 'n', 'word', 'george', 'wallace']"
Tracyta39997029,@JoeBiden I am very sure YOU WILL NOT EVER BE PRESIDENT...,"['joebiden', 'sure', 'ever', 'president']"
VisjonE,@JoeBiden You can’t remember what you ate this morning 🙄😂🤡,"['joebiden', 'remember', 'ate', 'morning', 'face', 'rolling', 'eye', 'face', 'tear', 'joy', 'clown', 'face']"
flinkywood,@JoeBiden Go Joe.,"['joebiden', 'go', 'joe']"
DavidAdey1,@JoeBiden Do you know what day it is.......,"['joebiden', 'know', 'day']"
TonyTho89007747,@JoeBiden This video proves Biden has had a startling decline in cognitive ability.  It also shows that he truly st… https://t.co/TGkECrMOVF,"['joebiden', 'video', 'prof', 'biden', 'startling', 'decline', 'cognitive', 'ability', 'also', 'show', 'truly', 'st']"
Kelley55J,@JoeBiden Together with #Trump2020,"['joebiden', 'together', 'trump2020']"
JerryT32444,@JoeBiden https://t.co/6yxcVyO18n,['joebiden']
JackieM1507,@JoeBiden https://t.co/QcoidxdThc https://t.co/qwCrw7F2A4,['joebiden']
TweetyB65,@JoeBiden Get tougher on messaging! You're bringing a knife to a gun fight. Charge up #Democrats with stronger word… https://t.co/SypdmAJ0gI,"['joebiden', 'get', 'tougher', 'messaging', 'bringing', 'knife', 'gun', 'fight', 'charge', 'democrat', 'stronger', 'word']"
bigperm8622,@JoeBiden But arent u trying to erase the history?,"['joebiden', 'arent', 'u', 'trying', 'erase', 'history']"
lamplight22,@JoeBiden Nothing we can't achieve? How about healthcare? No?  So with you letting people die in a pandemic with re… https://t.co/mFvv0pNBnG,"['joebiden', 'nothing', 'achieve', 'healthcare', 'letting', 'people', 'die', 'pandemic']"
kirk_schamel,@JoeBiden Joe didn't type this,"['joebiden', 'joe', 'type']"
EukayBrie,@JoeBiden You mean the history of systemic Racism? That’s what you’re counting on? Or is there any other history?,"['joebiden', 'mean', 'history', 'systemic', 'racism', 'counting', 'history']"
Speakth77325129,@JoeBiden What have you Democrats been doing in these cities for years that are burning? If you did your jobs they… https://t.co/QR1QDjuFS7,"['joebiden', 'democrat', 'city', 'year', 'burning', 'job']"
benjammer83,@JoeBiden #TheThing 🤣🤣🤣 https://t.co/smzTTOl6qL,"['joebiden', 'thething', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing']"
jpfoursc,@JoeBiden You’re a career politician... nearly 50 years... and you have nothing to show.  Why would anyone believe… https://t.co/GfEEdPTaF3,"['joebiden', 'career', 'politician', 'nearly', '50', 'year', 'nothing', 'show', 'would', 'anyone', 'believe']"
jbreslin33,@JoeBiden @maryfrancisperu Can we achieve Medicare for all together Joe?,"['joebiden', 'maryfrancisperu', 'achieve', 'medical', 'together', 'joe']"
rebekamendation,@JoeBiden I don’t think you do. Because if you did you wouldn’t even be running tbh. Anyway. I’ll probably vote for you.,"['joebiden', 'think', 'even', 'running', 'th', 'anyway', 'probably', 'vote']"
Peaceout2074,@JoeBiden Thank you for the message of unity. We have been a country divided for what seems like forever in the las… https://t.co/bJWHeOD5DJ,"['joebiden', 'thank', 'message', 'unity', 'country', 'divided', 'seems', 'like', 'forever', 'la']"
BrendaStarrAZ,@JoeBiden I wonder if Joe Biden were asked to name 20 presidents if he could do it. I wonder if Joe Biden can remem… https://t.co/P8xRir1CR0,"['joebiden', 'wonder', 'joe', 'biden', 'asked', 'name', '20', 'president', 'could', 'wonder', 'joe', 'biden', 'refer']"
Laurdonhope,"@JoeBiden The history might be the same, but the heart of this country is very different. Do you know it?","['joebiden', 'history', 'might', 'heart', 'country', 'different', 'know']"
RSkidwell,@JoeBiden https://t.co/m8OBXpRtW6,['joebiden']
Artists4Yang,@JoeBiden @LarrauryJocelyn We're going to continue spinning in bullshit until we alleviate the stress caused by pov… https://t.co/1vWOjem5xL,"['joebiden', 'larrauryjocelyn', 'going', 'continue', 'spinning', 'bullshit', 'alleviate', 'stress', 'caused', 'pov']"
tocdit,"@JoeBiden Tried, and wish you the best","['joebiden', 'tried', 'wish', 'best']"
amprospect,@JoeBiden Hahahahaha where’s my boots.... 🥾,"['joebiden', 'hahahahaha', 'boot', 'hiking', 'boot']"
JennElizabethJ,@JoeBiden Nothing we can't achieve? So let's simply put Medicare for All on the @DNC platform,"['joebiden', 'nothing', 'achieve', 'let', 'simply', 'put', 'medical', 'dnc', 'platform']"
gregorymeadmil,"@JoeBiden Action, not words.  You had 8 years in the White House to clean up crime in Chicago, etc. and YOU FAILED!","['joebiden', 'action', 'word', '8', 'year', 'white', 'house', 'clean', 'crime', 'chicago', 'etc', 'failed']"
WilliamMcbrier,@JoeBiden LET'S GO JOE!!!!!,"['joebiden', 'let', 'go', 'joe']"
